"","OutsideTemp","Wind","TankTemp","InsideTemp","EnergyCirculationPump","GreenEnergy","DeltaTemp"
"356",17.275,6.75,54.8015071,24.93484689,0,0.601871156111111,0.09570662
"357",17.15,6.5,54.79725353,25.01694339,0,0.579850792222222,0.0820965
"358",17.025,6.25,54.79299494,25.07593689,0,0.522518505277778,0.0589935
"359",7.975,6.5,54.81370085,21.40226055,0,0,-0.42206445
"360",7.95,6,54.90222722,21.295755,0,0,-0.10650555
"361",9.7,7,54.91207552,20.89068531,0,0.220459650111111,-0.00260131
"362",9.825,6.75,54.90738146,20.88435999,0,0.221455250166667,-0.00632532
"363",9.95,6.5,54.90268813,20.88326455,0,0.222453349083333,-0.00109544
"364",10.075,6.25,54.89799554,20.88457102,0,0.237432734,0.00130647
"365",10.2,6,54.89330527,20.88838616,0,0.252462911888889,0.00381514
"366",10.325,6.25,54.88861787,20.89124056,0,0.267481706944444,0.0028544
"367",10.45,6.5,54.88393123,20.89251887,0,0.282434132222222,0.00127831
"368",10.575,6.75,54.87924987,20.89420451,0,0.286214317222222,0.00168564
"369",10.7,7,54.87456829,20.89447251,0,0.290000056111111,0.000268
"370",11.1,6,54.26359902,20.83694372,0,0.185275109861111,-0.01241769
"371",11.2,6,54.62759203,20.82260242,0,0.171320042222222,-0.0143413
"372",11.3,6,54.80881129,20.80895392,0,0.158534754666667,-0.0136485
