,Date,OutsideTemp,Wind,TankTemp,InsideTemp,EnergyCirculationPump,GreenEnergy,DeltaTemp,
3185, 01.03  04:15:00,11.15,12.25,54.08457403,19.00000401,0.008485769,0,0.00014073,8.485769301
3186, 01.03  04:30:00,11.3,12.5,53.83082148,18.9999492,0.008168795,0,-5.48E-05,8.168794959
3187, 01.03  04:45:00,11.45,12.75,53.74485461,18.99996019,0.007228488,0,1.10E-05,7.22848822
3188, 01.03  05:00:00,11.6,13,53.74844546,19.00007395,0.006980231,0,0.00011376,6.980230901
3189, 01.03  05:15:00,11.65,13.5,53.77205265,19.00045252,0.006941984,0,0.00037857,6.941983724
3190, 01.03  05:30:00,11.7,14,53.7996862,18.99961525,0.006800064,0,-0.00083727,6.800063587
3191, 01.03  05:45:00,11.75,14.5,53.82954213,19.00022732,0.006710402,0,0.00061207,6.710401812
3192, 01.03  06:00:00,11.8,15,53.84994832,19.00017684,0.006787899,0,-5.05E-05,6.787899023
3193, 01.03  06:15:00,10.925,15.75,53.83765986,19.00018644,0.007317464,0,9.60E-06,7.317464308
3194, 01.03  06:30:00,10.05,16.5,53.78773638,18.99944951,0.007912982,0,-0.00073693,7.91298155
3195, 01.03  06:45:00,9.175,17.25,53.78393332,19.00039752,0.006978007,0,0.00094801,6.978007112
3196, 01.03  07:00:00,8.3,18,53.77996441,18.99960481,0.007756197,0,-0.00079271,7.756196557
3197, 01.03  07:15:00,8.125,17,53.71777962,19.00008678,0.008438851,0,0.00048197,8.438850518
3198, 01.03  07:30:00,7.95,16,53.65736569,19.00024133,0.00853269,0,0.00015455,8.532689795
3199, 01.03  07:45:00,7.775,15,53.65854923,18.99983564,0.00778394,0,-0.00040569,7.783940309
3200, 01.03  08:00:00,7.6,14,53.65484114,18.99978492,0.008460424,0,-5.07E-05,8.460424035
3201, 01.03  08:15:00,7.575,14.25,53.95772149,17.97798285,0.001382482,0,-1.02180207,1.382482228
3202, 01.03  08:30:00,7.55,14.5,54.34101549,17.55921829,0.001474174,0,-0.41876456,1.474173828
3203, 01.03  08:45:00,7.525,14.75,54.53629741,17.41500017,0.001498103,0,-0.14421812,1.498103246
3204, 01.03  09:00:00,7.5,15,54.62573739,17.26330126,0.00158277,0,-0.15169891,1.582769692
3205, 01.03  09:15:00,7.15,14.5,54.66581687,17.16094825,0.001670769,0,-0.10235301,1.670769215
3206, 01.03  09:30:00,6.8,14,54.6805516,17.11183923,0.001696077,0,-0.04910902,1.696076733
3207, 01.03  09:45:00,6.45,13.5,54.68541553,17.08825682,0.001710838,0.066755536,-0.02358241,1.710837813
3208, 01.03  10:00:00,6.1,13,54.68597337,17.07896583,0.001719849,0.112983996,-0.00929099,1.719849463
3209, 01.03  10:15:00,6.075,13,54.5791284,17.08345971,0.001705577,0.165863588,0.00449388,1.70557722
3210, 01.03  10:30:00,6.05,13,54.36812185,17.10556479,0.001678597,0.231963309,0.02210508,1.678596884
3211, 01.03  10:45:00,6.025,13,54.15891809,17.1294869,0.00168248,0.236708909,0.02392211,1.682480005
3212, 01.03  11:00:00,6,13,53.94932144,17.14406704,0.001692589,0.249660891,0.01458014,1.692589165
3213, 01.03  11:15:00,6.025,13.25,53.73855649,17.1489022,0.001711063,0.261001324,0.00483516,1.711062635
3214, 01.03  11:30:00,6.05,13.5,53.52572425,17.1511823,0.001738479,0.27082857,0.0022801,1.738479306
3215, 01.03  11:45:00,6.075,13.75,53.31097587,17.1509246,0.001757272,0.230663236,-0.0002577,1.757272021
3216, 01.03  12:00:00,6.1,14,53.09548669,17.13639318,0.001767327,0.190380322,-0.01453142,1.767327468
3217, 01.03  12:15:00,5.7,13.75,52.87693997,17.09974152,0.001827046,0.149175287,-0.03665166,1.827046106
3218, 01.03  12:30:00,5.3,13.5,52.65275831,17.04662882,0.001883885,0.110995004,-0.0531127,1.883884535
3219, 01.03  12:45:00,4.9,13.25,52.42299847,17.00589243,0.001946961,0.158121644,-0.04073639,1.946960794
3220, 01.03  13:00:00,4.5,13,52.18763179,16.98115002,0.002009067,0.19555714,-0.02474241,2.009067165
3221, 01.03  13:15:00,4.625,13,51.95126333,16.98883337,0.001996633,0.248689281,0.00768335,1.996632753
3222, 01.03  13:30:00,4.75,13,51.71839168,17.02707968,0.001981484,0.285215039,0.03824631,1.981484148
3223, 01.03  13:45:00,4.875,13,51.48971914,17.07956133,0.00195557,0.322870962,0.05248165,1.955569718
3224, 01.03  14:00:00,5,13,51.26592877,17.14253829,0.001927147,0.371651011,0.06297696,1.927147144
3225, 01.03  14:15:00,5.05,13,52.11889596,17.21216804,0.001899826,0.402127125,0.06962975,1.899826037
3226, 01.03  14:30:00,5.1,13,53.37148958,17.28819764,0.001877683,0.426803506,0.0760296,1.877682518
3227, 01.03  14:45:00,5.15,13,54.00369889,17.35427457,0.001850494,0.389458908,0.06607693,1.850493708
3228, 01.03  15:00:00,5.2,13,54.32358876,17.40491384,0.001830806,0.356321289,0.05063927,1.830806354
3229, 01.03  15:15:00,5.15,13.5,53.81074136,19.74213306,0.012610813,0.33098209,2.33721922,12.61081287
3230, 01.03  15:30:00,5.1,14,53.5764596,19.79730668,0.00924803,0.299226954,0.05517362,9.248030207
3231, 01.03  15:45:00,5.05,14.5,53.55747272,19.71081367,0.009144912,0.235264982,-0.08649301,9.144912116
3232, 01.03  16:00:00,5,15,53.50515517,19.70929327,0.008507202,0.17977094,-0.0015204,8.507201694
3233, 01.03  16:15:00,5.125,14.25,53.48532707,19.70881591,0.008630487,0,-0.00047736,8.630487392
3234, 01.03  16:30:00,5.25,13.5,53.46191187,19.71167295,0.008572421,0,0.00285704,8.572420544
3235, 01.03  16:45:00,5.375,12.75,53.45023492,19.71063681,0.00840297,0,-0.00103614,8.402970453
3236, 01.03  17:00:00,5.5,12,53.44783597,19.71235924,0.008276628,0,0.00172243,8.276627507
3237, 01.03  17:15:00,5.625,11.5,53.32748597,18.32157944,0.001862128,0,-1.3907798,1.862127553
3238, 01.03  17:30:00,5.75,11,53.08729596,17.77434724,0.001859999,0,-0.5472322,1.859999288
3239, 01.03  17:45:00,5.875,10.5,52.85080709,17.59965901,0.00184629,0,-0.17468823,1.846290371
3240, 01.03  18:00:00,6,10,52.6186657,17.31592987,0.00183203,0,-0.28372914,1.832030444
3241, 01.03  18:15:00,5.725,10.75,52.38496235,17.33106786,0.00190464,0,0.01513799,1.904640196
3242, 01.03  18:30:00,5.45,11.5,52.14511362,17.47133888,0.001974287,0,0.14027102,1.974286724
3243, 01.03  18:45:00,5.175,12.25,51.89960778,17.54470571,0.002043667,0,0.07336683,2.043666519
3244, 01.03  19:00:00,4.9,13,51.64859655,17.54706003,0.002116143,0,0.00235432,2.116143272
3245, 01.03  19:15:00,4.775,14.5,51.39107851,17.5219705,0.002210019,0,-0.02508953,2.210018918
3246, 01.03  19:30:00,4.65,16,51.12659215,17.48699545,0.002299106,0,-0.03497505,2.299105503
3247, 01.03  19:45:00,4.525,17.5,50.85545006,17.4550027,0.002397512,0,-0.03199275,2.397511691
3248, 01.03  20:00:00,4.4,19,50.57713907,17.42541714,0.002506825,0,-0.02958556,2.506824568
3249, 01.03  20:15:00,4.125,17.5,50.29499724,17.41167434,0.002555697,0,-0.0137428,2.555697349
3250, 01.03  20:30:00,3.85,16,50.01250181,17.40453582,0.002608245,0,-0.00713852,2.608245133
3251, 01.03  20:45:00,3.575,14.5,49.72953681,17.40381091,0.002663024,0,-0.00072491,2.663024258
3252, 01.03  21:00:00,3.3,13,49.44643912,17.40320741,0.002713059,0,-0.0006035,2.713058678
3253, 01.03  21:15:00,3.3,12.5,50.74490448,17.42039777,0.00276126,0,0.01719036,2.761259809
3254, 01.03  21:30:00,3.3,12,52.59923066,17.44479933,0.002769434,0,0.02440156,2.769434389
3255, 01.03  21:45:00,3.3,11.5,53.52235276,17.46783766,0.002754771,0,0.02303833,2.754771322
3256, 01.03  22:00:00,3.3,11,53.99750368,17.48350045,0.002739751,0,0.01566279,2.739751419
3257, 01.03  22:15:00,3.325,11,53.81019048,18.01333026,0.010412339,0,0.52982981,10.4123386
3258, 01.03  22:30:00,3.35,11,53.72904408,17.89653877,0.00866989,0,-0.11679149,8.669889644
3259, 01.03  22:45:00,3.375,11,53.68910912,17.79721185,0.007893025,0,-0.09932692,7.893024933
3260, 01.03  23:00:00,3.4,11,53.73602937,17.80055641,0.0074902,0,0.00334456,7.490200259
3261, 01.03  23:15:00,3.375,11,53.24238323,19.77203261,0.018081491,0,1.9714762,18.08149122
3262, 01.03  23:30:00,3.35,11,53.15096647,19.72572601,0.011820234,0,-0.0463066,11.82023436
3263, 01.03  23:45:00,3.325,11,52.8942799,19.72233482,0.019243999,0,-0.00339119,19.24399886
3264, 01.03  24:00:00,3.3,11,52.62526152,19.72135631,0.017657228,0,-0.00097851,17.65722751
3265, 01.04  00:15:00,3.3,10.5,53.08248641,19.06141616,0.004410113,0,-0.65994015,4.410112962
3266, 01.04  00:30:00,3.3,10,53.69543216,18.99997747,0.004036457,0,-0.06143869,4.036457149
3267, 01.04  00:45:00,3.3,9.5,54.01854602,19.0003161,0.003849088,0,0.00033863,3.849087812
3268, 01.04  01:00:00,3.3,9,54.1616478,18.99958215,0.003973633,0,-0.00073395,3.973632986
3269, 01.04  01:15:00,3.45,9,54.18870325,18.99980585,0.004597505,0,0.0002237,4.597505447
3270, 01.04  01:30:00,3.6,9,54.16438916,18.99971759,0.004656772,0,-8.83E-05,4.656772387
3271, 01.04  01:45:00,3.75,9,54.17776184,18.99973044,0.003912111,0,1.29E-05,3.912111466
3272, 01.04  02:00:00,3.9,9,54.18465005,18.99963896,0.00431755,0,-9.15E-05,4.317550302
3273, 01.04  02:15:00,3.925,8.75,54.18588195,18.99971959,0.003900446,0,8.06E-05,3.900445789
3274, 01.04  02:30:00,3.95,8.5,54.1748689,18.99969434,0.004313891,0,-2.53E-05,4.313890963
3275, 01.04  02:45:00,3.975,8.25,54.1107862,19.00044684,0.004933731,0,0.0007525,4.93373074
3276, 01.04  03:00:00,4,8,54.04701489,18.99888097,0.00491336,0,-0.00156587,4.913359691
3277, 01.04  03:15:00,4.1,8.75,54.06769029,19.00023345,0.003914183,0,0.00135248,3.91418296
3278, 01.04  03:30:00,4.2,9.5,54.11764923,18.9995104,0.003929808,0,-0.00072305,3.929808201
3279, 01.04  03:45:00,4.3,10.25,54.13598561,18.99958542,0.003964999,0,7.50E-05,3.964999101
3280, 01.04  04:00:00,4.4,11,54.16308283,18.99940235,0.003571637,0,-0.00018307,3.571637181
3281, 01.04  04:15:00,4.375,11,53.56335689,19.00005065,0.013145187,0,0.0006483,13.14518682
3282, 01.04  04:30:00,4.35,11,53.12899292,18.99963586,0.01379582,0,-0.00041479,13.79581999
3283, 01.04  04:45:00,4.325,11,52.90548502,18.99939213,0.015106408,0,-0.00024373,15.1064076
3284, 01.04  05:00:00,4.3,11,52.95978369,19.00084042,0.010843339,0,0.00144829,10.843339
3285, 01.04  05:15:00,4.25,10.75,53.07343751,19.0008871,0.012348429,0,4.67E-05,12.34842898
3286, 01.04  05:30:00,4.2,10.5,52.9910566,18.99994986,0.014564843,0,-0.00093724,14.56484307
3287, 01.04  05:45:00,4.15,10.25,52.98538526,19.00045374,0.012249063,0,0.00050388,12.24906334
3288, 01.04  06:00:00,4.1,10,53.07020539,18.99919457,0.0120861,0,-0.00125917,12.08610042
3289, 01.04  06:15:00,4.15,9.75,53.14974284,19.00007565,0.011470618,0,0.00088108,11.47061792
3290, 01.04  06:30:00,4.2,9.5,53.20588183,18.99970899,0.01162239,0,-0.00036666,11.62238968
3291, 01.04  06:45:00,4.25,9.25,53.20973684,18.99929324,0.012051845,0,-0.00041575,12.05184513
3292, 01.04  07:00:00,4.3,9,53.30442321,19.00072882,0.009276976,0,0.00143558,9.276976309
3293, 01.04  07:15:00,4.4,9.5,53.38379886,18.9991528,0.010247236,0,-0.00157602,10.24723623
3294, 01.04  07:30:00,4.5,10,53.30727714,18.99945079,0.011899322,0,0.00029799,11.89932215
3295, 01.04  07:45:00,4.6,10.5,53.2421716,19.00026408,0.011248267,0,0.00081329,11.24826744
3296, 01.04  08:00:00,4.7,11,53.19495043,19.00059224,0.012209393,0,0.00032816,12.20939309
3297, 01.04  08:15:00,4.925,10.75,53.56027316,17.72526445,0.002621241,0,-1.27532779,2.621240915
3298, 01.04  08:30:00,5.15,10.5,54.0594597,17.22239277,0.002468336,0,-0.50287168,2.46833612
3299, 01.04  08:45:00,5.375,10.25,54.32138219,17.05318727,0.002457804,0,-0.1692055,2.457803724
3300, 01.04  09:00:00,5.6,10,54.44876526,16.87694186,0.002504724,0,-0.17624541,2.504723833
3301, 01.04  09:15:00,5.725,10,54.51278688,16.76725483,0.002512189,0,-0.10968703,2.512189481
3302, 01.04  09:30:00,5.85,10,54.54504394,16.72454323,0.002490589,0,-0.0427116,2.490589199
3303, 01.04  09:45:00,5.975,10,54.56217865,16.70549199,0.00247356,0,-0.01905124,2.473560149
3304, 01.04  10:00:00,6.1,10,54.57173554,16.69518766,0.002452364,0,-0.01030433,2.452363612
3305, 01.04  10:15:00,6.15,10.25,54.43292966,16.67865953,0.002455411,0,-0.01652813,2.455410642
3306, 01.04  10:30:00,6.2,10.5,54.15073683,16.66144533,0.002451539,0,-0.0172142,2.451538814
3307, 01.04  10:45:00,6.25,10.75,53.87140316,16.6461925,0.002445518,0,-0.01525283,2.44551753
3308, 01.04  11:00:00,6.3,11,53.59433705,16.62798974,0.002452192,0,-0.01820276,2.452192478
3309, 01.04  11:15:00,6.35,10.75,53.31945831,16.61049322,0.002447886,0,-0.01749652,2.447885914
3310, 01.04  11:30:00,6.4,10.5,53.047302,16.59744105,0.002444816,0,-0.01305217,2.444816356
3311, 01.04  11:45:00,6.45,10.25,52.77786667,16.58996893,0.002440064,0,-0.00747212,2.440064405
3312, 01.04  12:00:00,6.5,10,52.51088854,16.58061198,0.002441437,0,-0.00935695,2.441436758
3313, 01.04  12:15:00,6.7,10.5,52.24619707,16.5751229,0.002439741,0,-0.00548908,2.439741281
3314, 01.04  12:30:00,6.9,11,51.98449931,16.57664498,0.00242747,0,0.00152208,2.427470086
3315, 01.04  12:45:00,7.1,11.5,51.7257545,16.58238612,0.002425722,0,0.00574114,2.425721876
3316, 01.04  13:00:00,7.3,12,51.46967422,16.58440426,0.002418392,0,0.00201814,2.418392447
3317, 01.04  13:15:00,7.2,12,51.21450839,16.57034652,0.002450806,0.023157965,-0.01405774,2.450805557
3318, 01.04  13:30:00,7.1,12,50.95804035,16.55257869,0.002488825,0.036397642,-0.01776783,2.488825154
3319, 01.04  13:45:00,7,12,50.70050584,16.53791318,0.002520015,0.034955155,-0.01466551,2.520015043
3320, 01.04  14:00:00,6.9,12,50.44171128,16.51998673,0.002565482,0,-0.01792645,2.565481834
3321, 01.04  14:15:00,7.05,12.75,51.48780069,16.50440276,0.002573585,0,-0.01558397,2.573584685
3322, 01.04  14:30:00,7.2,13.5,53.01230939,16.49114585,0.00258034,0,-0.01325691,2.580340186
3323, 01.04  14:45:00,7.35,14.25,53.77730847,16.48251503,0.002564975,0,-0.00863082,2.564974871
3324, 01.04  15:00:00,7.5,15,54.1618032,16.47403496,0.002550843,0,-0.00848007,2.550843195
3325, 01.04  15:15:00,7.6,14.5,53.57234756,19.52533745,0.016147822,0,3.05130249,16.14782239
3326, 01.04  15:30:00,7.7,14,53.22012568,19.80867619,0.013207252,0,0.28333874,13.20725248
3327, 01.04  15:45:00,7.8,13.5,53.21500466,19.73319046,0.011695937,0,-0.07548573,11.69593655
3328, 01.04  16:00:00,7.9,13,53.16386982,19.73151599,0.010756858,0,-0.00167447,10.75685794
3329, 01.04  16:15:00,7.875,13.5,53.15330434,19.72966907,0.010499368,0,-0.00184692,10.49936785
3330, 01.04  16:30:00,7.85,14,53.13614529,19.72935024,0.010463712,0,-0.00031883,10.46371184
3331, 01.04  16:45:00,7.825,14.5,53.11542313,19.72885453,0.010399039,0,-0.00049571,10.39903858
3332, 01.04  17:00:00,7.8,15,53.09672848,19.73043891,0.010374598,0,0.00158438,10.37459841
3333, 01.04  17:15:00,7.825,15.25,52.93497216,17.97547275,0.002421225,0,-1.75496616,2.421225272
3334, 01.04  17:30:00,7.85,15.5,52.62772217,17.37846036,0.002441146,0,-0.59701239,2.441146261
3335, 01.04  17:45:00,7.875,15.75,52.32451418,17.15463942,0.002449581,0,-0.22382094,2.449581393
3336, 01.04  18:00:00,7.9,16,52.02591399,16.75324162,0.002458167,0,-0.4013978,2.458167249
3337, 01.04  18:15:00,7.85,15.75,51.73016036,16.76038615,0.002480156,0,0.00714453,2.480155939
3338, 01.04  18:30:00,7.8,15.5,51.43768081,16.92899117,0.002489394,0,0.16860502,2.489394132
3339, 01.04  18:45:00,7.75,15.25,51.14916632,16.99573779,0.002495822,0,0.06674662,2.495822033
3340, 01.04  19:00:00,7.7,15,50.86448845,17.04068772,0.002502445,0,0.04494993,2.50244453
3341, 01.04  19:15:00,7.75,14.75,50.5830841,17.07083407,0.002519641,0,0.03014635,2.519641216
3342, 01.04  19:30:00,7.8,14.5,50.30542532,17.1084181,0.002515146,0,0.03758403,2.515146118
3343, 01.04  19:45:00,7.85,14.25,50.03159578,17.15256945,0.002528566,0,0.04415135,2.528565763
3344, 01.04  20:00:00,7.9,14,49.76110206,17.18395136,0.002530897,0,0.03138191,2.53089699
3345, 01.04  20:15:00,8.075,14.25,49.49462504,17.20801938,0.00252907,0,0.02406802,2.529069882
3346, 01.04  20:30:00,8.25,14.5,49.23214159,17.22829343,0.002529183,0,0.02027405,2.529182982
3347, 01.04  20:45:00,8.425,14.75,48.9738089,17.25425067,0.002521129,0,0.02595724,2.521128506
3348, 01.04  21:00:00,8.6,15,48.71951438,17.28072884,0.002520153,0,0.02647817,2.520152791
3349, 01.04  21:15:00,8.7,15.25,50.1879239,17.31627604,0.002546001,0,0.0355472,2.546000971
3350, 01.04  21:30:00,8.8,15.5,52.19260707,17.35119439,0.002537276,0,0.03491835,2.537276189
3351, 01.04  21:45:00,8.9,15.75,53.19663341,17.381302,0.00251525,0,0.03010761,2.515250218
3352, 01.04  22:00:00,9,16,53.79610008,17.40321979,0.002484443,0,0.02191779,2.484443479
3353, 01.04  22:15:00,9.025,16.25,53.73026865,18.01906505,0.009564263,0,0.61584526,9.564262645
3354, 01.04  22:30:00,9.05,16.5,53.71847873,17.89932341,0.008270819,0,-0.11974164,8.270818529
3355, 01.04  22:45:00,9.075,16.75,53.72329471,17.86830693,0.00735398,0,-0.03101648,7.353980074
3356, 01.04  23:00:00,9.1,17,53.72815645,17.81068382,0.008034923,0,-0.05762311,8.034923148
3357, 01.04  23:15:00,9.25,17.5,53.25769615,19.76667774,0.016317172,0,1.95599392,16.31717247
3358, 01.04  23:30:00,9.4,18,53.22881747,19.73115498,0.010878631,0,-0.03552276,10.87863121
3359, 01.04  23:45:00,9.55,18.5,53.11572271,19.72774055,0.013990744,0,-0.00341443,13.990744
3360, 01.04  24:00:00,9.7,19,53.01308942,19.72799754,0.012209396,0,0.00025699,12.20939642
3361, 01.05  00:15:00,9.675,18.25,53.40245767,19.0571363,0.003793115,0,-0.67086124,3.793114807
3362, 01.05  00:30:00,9.65,17.5,53.84577037,18.99997059,0.003751479,0,-0.05716571,3.751479099
3363, 01.05  00:45:00,9.625,16.75,54.08889191,18.99985316,0.003507197,0,-0.00011743,3.50719714
3364, 01.05  01:00:00,9.6,16,54.20003355,18.99956344,0.00374093,0,-0.00028972,3.740930161
3365, 01.05  01:15:00,9.65,16,54.25370688,19.00079273,0.003384574,0,0.00122929,3.384574309
3366, 01.05  01:30:00,9.7,16,54.24252716,18.99932412,0.004276747,0,-0.00146861,4.276746917
3367, 01.05  01:45:00,9.75,16,54.20748503,18.99922452,0.003987903,0,-9.96E-05,3.987903003
3368, 01.05  02:00:00,9.8,16,54.21521424,18.9993554,0.003640782,0,0.00013088,3.640782122
3369, 01.05  02:15:00,9.75,16,54.22839558,19.00052813,0.003652869,0,0.00117273,3.652869441
3370, 01.05  02:30:00,9.7,16,54.22943157,18.99967737,0.003660921,0,-0.00085076,3.660920798
3371, 01.05  02:45:00,9.65,16,54.22474024,19.00014281,0.003674154,0,0.00046544,3.674154375
3372, 01.05  03:00:00,9.6,16,54.19800032,18.99995692,0.004018689,0,-0.00018589,4.01868948
3373, 01.05  03:15:00,9.575,16,54.15189453,18.99976195,0.004245387,0,-0.00019497,4.245387008
3374, 01.05  03:30:00,9.55,16,54.1621142,18.99975866,0.003448067,0,-3.29E-06,3.448066999
3375, 01.05  03:45:00,9.525,16,54.18089726,19.00091928,0.003799992,0,0.00116062,3.799991962
3376, 01.05  04:00:00,9.5,16,54.15746654,19.00009104,0.004031329,0,-0.00082824,4.031329168
3377, 01.05  04:15:00,9.425,15.75,53.6226385,18.99998533,0.011279229,0,-0.00010571,11.27922947
3378, 01.05  04:30:00,9.35,15.5,53.27201254,18.99996646,0.012018902,0,-1.89E-05,12.01890229
3379, 01.05  04:45:00,9.275,15.25,53.19131936,18.9998374,0.010445912,0,-0.00012906,10.44591194
3380, 01.05  05:00:00,9.2,15,53.24844747,19.00035846,0.009093543,0,0.00052106,9.093542559
3381, 01.05  05:15:00,8.95,14,53.32806609,18.99926174,0.009224005,0,-0.00109672,9.22400468
3382, 01.05  05:30:00,8.7,13,53.31444392,18.99971606,0.010378489,0,0.00045432,10.378489
3383, 01.05  05:45:00,8.45,12,53.32298364,19.00078031,0.009274505,0,0.00106425,9.274505165
3384, 01.05  06:00:00,8.2,11,53.30876389,18.99963473,0.010641726,0,-0.00114558,10.64172622
3385, 01.05  06:15:00,8.1,12,53.310881,19.00052993,0.009411484,0,0.0008952,9.41148387
3386, 01.05  06:30:00,8,13,53.34754779,18.99953828,0.009621712,0,-0.00099165,9.621711919
3387, 01.05  06:45:00,7.9,14,53.34020331,19.00027751,0.010102259,0,0.00073923,10.10225937
3388, 01.05  07:00:00,7.8,15,53.34601174,18.99930219,0.009622755,0,-0.00097532,9.622754831
3389, 01.05  07:15:00,7.6,14.25,53.34700461,19.00006437,0.010049842,0,0.00076218,10.04984217
3390, 01.05  07:30:00,7.4,13.5,53.37139918,19.00058236,0.009126241,0,0.00051799,9.126240938
3391, 01.05  07:45:00,7.2,12.75,53.38653103,18.9999872,0.009723894,0,-0.00059516,9.723893913
3392, 01.05  08:00:00,7,12,53.31784697,19.00024488,0.010907989,0,0.00025768,10.90798874
3393, 01.05  08:15:00,7,12.5,53.6506675,17.71412126,0.002222183,0,-1.28612362,2.22218307
3394, 01.05  08:30:00,7,13,54.12479825,17.21082694,0.002083849,0,-0.50329432,2.083848934
3395, 01.05  08:45:00,7,13.5,54.37240704,16.99947699,0.002123082,0,-0.21134995,2.12308228
3396, 01.05  09:00:00,7,14,54.48722001,16.66695871,0.002242748,0,-0.33251828,2.242747662
3397, 01.05  09:15:00,7.05,14,54.54190591,16.55040414,0.002258853,0,-0.11655457,2.258852866
3398, 01.05  09:30:00,7.1,14,54.56904874,16.55590731,0.002252191,0,0.00550317,2.252190774
3399, 01.05  09:45:00,7.15,14,54.58304591,16.56400654,0.00224451,0,0.00809923,2.2445097
3400, 01.05  10:00:00,7.2,14,54.59070417,16.55770701,0.002231917,0,-0.00629953,2.231917401
3401, 01.05  10:15:00,7.05,13.75,54.45618818,16.53616392,0.002250492,0,-0.02154309,2.250492004
3402, 01.05  10:30:00,6.9,13.5,54.18283329,16.51308177,0.002265068,0,-0.02308215,2.265067972
3403, 01.05  10:45:00,6.75,13.25,53.91060813,16.49366762,0.002273478,0,-0.01941415,2.27347792
3404, 01.05  11:00:00,6.6,13,53.63942869,16.47265174,0.002290401,0,-0.02101588,2.290400769
3405, 01.05  11:15:00,6.825,12.75,53.37207065,16.46207281,0.002250891,0.038601962,-0.01057893,2.250891223
3406, 01.05  11:30:00,7.05,12.5,53.11169416,16.46601319,0.00221035,0.046053687,0.00394038,2.210350113
3407, 01.05  11:45:00,7.275,12.25,52.85848714,16.48107591,0.002163419,0.066585585,0.01506272,2.163418565
3408, 01.05  12:00:00,7.5,12,52.61250925,16.49989116,0.002117718,0.09749589,0.01881525,2.117718409
3409, 01.05  12:15:00,7.525,12,52.37120648,16.51944742,0.002113102,0.124372919,0.01955626,2.113102437
3410, 01.05  12:30:00,7.55,12,52.13278971,16.53760968,0.002098218,0.152941792,0.01816226,2.098217515
3411, 01.05  12:45:00,7.575,12,51.89746513,16.57270485,0.002089327,0.221720522,0.03509517,2.089326509
3412, 01.05  13:00:00,7.6,12,51.66494678,16.6137215,0.002079061,0.27463533,0.04101665,2.07906137
3413, 01.05  13:15:00,7.625,12,51.43528089,16.66007279,0.002068824,0.326743238,0.04635129,2.06882393
3414, 01.05  13:30:00,7.65,12,51.20860273,16.72871618,0.002055433,0.392166998,0.06864339,2.055432877
3415, 01.05  13:45:00,7.675,12,50.98564386,16.80026386,0.002030902,0.385413446,0.07154768,2.030902308
3416, 01.05  14:00:00,7.7,12,50.76662313,16.85789829,0.002012891,0.378401819,0.05763443,2.01289121
3417, 01.05  14:15:00,7.775,11.5,51.75916374,16.90739789,0.001975843,0.370596035,0.0494996,1.975842984
3418, 01.05  14:30:00,7.85,11,53.19093787,16.95470662,0.00193795,0.361399598,0.04730873,1.937949729
3419, 01.05  14:45:00,7.925,10.5,53.91391603,16.99137102,0.001903111,0.307602608,0.0366644,1.903110661
3420, 01.05  15:00:00,8,10,54.28002469,17.01291273,0.001871376,0.267274355,0.02154171,1.871375596
3421, 01.05  15:15:00,7.95,10.25,53.76306647,19.65049962,0.013206742,0.240177745,2.63758689,13.20674219
3422, 01.05  15:30:00,7.9,10.5,53.56426407,19.80424118,0.009317988,0.225721062,0.15374156,9.317987638
3423, 01.05  15:45:00,7.85,10.75,53.55890211,19.7238,0.009020984,0.195853711,-0.08044118,9.020984094
3424, 01.05  16:00:00,7.8,11,53.51050556,19.72022817,0.008291742,0.171806748,-0.00357183,8.291742477
3425, 01.05  16:15:00,7.625,10.25,53.48108491,19.72134442,0.008585228,0,0.00111625,8.585227814
3426, 01.05  16:30:00,7.45,9.5,53.43361187,19.72312089,0.008710972,0,0.00177647,8.710971775
3427, 01.05  16:45:00,7.275,8.75,53.3936296,19.7242478,0.008699962,0,0.00112691,8.69996187
3428, 01.05  17:00:00,7.1,8,53.36384133,19.7241286,0.008718721,0,-0.0001192,8.718720962
3429, 01.05  17:15:00,6.95,7.75,53.2210155,18.17700001,0.001989209,0,-1.54712859,1.989209361
3430, 01.05  17:30:00,6.8,7.5,52.95726707,17.58067068,0.002027715,0,-0.59632933,2.027715459
3431, 01.05  17:45:00,6.65,7.25,52.69348368,17.34617743,0.002055178,0,-0.23449325,2.055178499
3432, 01.05  18:00:00,6.5,7,52.43050727,16.96604586,0.002080246,0,-0.38013157,2.080246347
3433, 01.05  18:15:00,6.375,7,52.16722738,16.97655188,0.002117552,0,0.01050602,2.11755194
3434, 01.05  18:30:00,6.25,7,51.90397651,17.13304699,0.002145488,0,0.15649511,2.145488103
3435, 01.05  18:45:00,6.125,7,51.64155761,17.19137826,0.002167672,0,0.05833127,2.167671988
3436, 01.05  19:00:00,6,7,51.38021127,17.2272859,0.002193633,0,0.03590764,2.193632643
3437, 01.05  19:15:00,5.925,7.25,51.11872026,17.24555795,0.002235893,0,0.01827205,2.235893143
3438, 01.05  19:30:00,5.85,7.5,50.85668377,17.2690513,0.002272049,0,0.02349335,2.272049076
3439, 01.05  19:45:00,5.775,7.75,50.59428244,17.2970142,0.002313849,0,0.0279629,2.313849245
3440, 01.05  20:00:00,5.7,8,50.33133527,17.31096556,0.002355846,0,0.01395136,2.355846374
3441, 01.05  20:15:00,5.775,7.75,50.0701165,17.32289406,0.002357801,0,0.0119285,2.357800967
