"","OutsideTemp","Wind","TankTemp","InsideTemp","EnergyCirculationPump","GreenEnergy","DeltaTemp"
"277",2.5,8.5,54.0533519,18.99893891,0.004766605,0,-0.0006486
"278",2.3,8.75,54.037465,18.99926826,0.004772814,0,0.00032935
"279",2.1,9,54.01854979,18.9997096,0.004825188,0,0.00044134
"280",2.025,9,53.9986747,18.99864632,0.004848498,0,-0.00106328
"281",1.95,9,53.9800766,18.99939569,0.004878498,0,0.00074937
"282",1.875,9,53.96314047,18.998944,0.004898416,0,-0.00045169
"283",1.8,9,53.947716,19.00019686,0.004925746,0,0.00125286
"284",1.75,9,53.93439926,19.00012781,0.004934152,0,-6.91e-05
"285",1.7,9,53.92275381,18.99858264,0.004955599,0,-0.00154517
"286",1.65,9,53.91139801,18.99962973,0.004983201,0,0.00104709
"287",1.6,9,53.90075662,18.99996404,0.005002798,0,0.00033431
"288",1.8,9.5,53.24461901,18.99999522,0.014622122,0,3.12e-05
"289",2,10,52.81449439,18.99977966,0.015264688,0,-0.00021556
"290",2.2,10.5,52.80192789,19.00074395,0.012953139,0,0.00096429
"291",2.4,11,52.87137873,19.00011505,0.012147419,0,-0.0006289
"292",2.65,10.25,52.95642614,19.00085447,0.01177463,0,0.00073942
"293",2.9,9.5,53.02263899,19.00099335,0.01149217,0,0.00013888
"294",3.15,8.75,52.85645616,18.99977543,0.016857139,0,-0.00121792
"295",3.4,8,52.73660193,18.99932238,0.0146875,0,-0.00045305
"296",3.4,8.25,52.60128753,18.99954364,0.01997865,0,0.00022126
"297",3.4,8.5,52.47528501,19.00079019,0.019238315,0,0.00124655
"298",3.4,8.75,52.6833427,19.00074355,0.013266868,0,-4.66e-05
"299",3.4,9,52.84888632,18.99948745,0.015760096,0,-0.0012561
"300",3.375,9,52.93638572,18.9992782,0.01293522,0,-0.00020925
"301",3.35,9,52.88151536,19.00090056,0.017275193,0,0.00162236
"302",3.325,9,52.77453298,19.00075027,0.016204815,0,-0.00015029
"303",3.3,9,52.77388605,19.00043547,0.015427562,0,-0.0003148
"304",3.1,8.5,52.99854321,18.89807526,0.009899299,0,-0.10236021
"305",2.9,8,53.244542,18.77447954,0.009281411,0,-0.12359572
"306",2.7,7.5,53.3931872,18.77356646,0.008830431,0.012667025,-0.00091308
"307",2.5,7,53.46723076,18.77357588,0.008753284,0.082420895,9.42e-06
"308",2.65,7.25,53.70379697,17.43985031,0.004242389,0.144453716,-1.33372557
"309",2.8,7.5,54.00427044,16.95775946,0.003971095,0.206953168,-0.48209085
"310",2.95,7.75,54.18455299,16.79562286,0.003652634,0.292819961,-0.1621366
"311",3.1,8,54.29862134,16.65394393,0.003419863,0.386719992,-0.14167893
"312",3.225,8,54.15701501,16.61037324,0.003224785,0.486703373,-0.04357069
"313",3.35,8,53.80604363,16.67385056,0.003062699,0.590435042,0.06347732
"314",3.475,8,53.47149374,16.77387766,0.002999228,0.630834244,0.1000271
"315",3.6,8,53.1445093,16.8653959,0.002990163,0.669795556,0.09151824
"316",4,8.5,52.81927476,16.95164218,0.00304013,0.706342551,0.08624628
"317",4.4,9,52.49617132,17.03895285,0.003035653,0.722060293,0.08731067
"318",4.8,9.5,52.18089062,17.1218659,0.002981607,0.721918074,0.08291305
"319",5.2,10,51.87603713,17.19258094,0.002920167,0.717722696,0.07071504
"320",5.45,9.5,51.58194723,17.26147254,0.002848553,0.711059797,0.0688916
"321",5.7,9,51.29827524,17.33369244,0.002782715,0.701010721,0.0722199
"322",5.95,8.5,51.02394043,17.41237886,0.002722801,0.681666962,0.07868642
"323",6.2,8,50.75826856,17.48927462,0.002662091,0.659141775,0.07689576
"324",6.4,8,50.49915129,17.55534013,0.002639125,0.633985063,0.06606551
"325",6.6,8,50.24582388,17.61540211,0.002590373,0.605600664,0.06006198
"326",6.8,8,49.99959523,17.67417143,0.002536976,0.571974878,0.05876932
"327",7,8,49.75983977,17.72953517,0.002499214,0.535582089,0.05536374
"328",6.975,8.5,51.00915249,17.77266108,0.002508688,0.497707379,0.04312591
"329",6.95,9,52.78295419,17.80994543,0.002518764,0.457712903,0.03728435
"330",6.925,9.5,53.67338456,17.85889956,0.002503582,0.413278703,0.04895413
"331",6.9,10,54.12042616,17.91117152,0.002503081,0.356260834,0.05227196
"332",6.85,9.25,53.83860087,19.8213584,0.011182708,0.312404708,1.91018688
"333",6.8,8.5,53.69488947,19.79771531,0.008975631,0.247863577,-0.02364309
"334",6.75,7.75,53.68681136,19.71004903,0.008539953,0.19262936,-0.08766628
"335",6.7,7,53.63039137,19.70901581,0.008437663,0,-0.00103322
"336",6.375,7.25,53.58052994,19.71067994,0.008607815,0,0.00166413
"337",6.05,7.5,53.52193962,19.71357341,0.008884193,0,0.00289347
"338",5.725,7.75,53.46389527,19.71343716,0.009052451,0,-0.00013625
"339",1.8,5,53.27163693,19.72341554,0.011233005,0,0.00038918
"340",1.775,5,53.59861382,19.05766696,0.003188944,0,-0.66574858
"341",1.75,5,53.98160446,18.9999945,0.003525836,0,-0.05767246
"342",1.725,5,54.16626054,18.99940534,0.003548916,0,-0.00058916
"343",1.7,5,54.2362809,18.99961208,0.003698976,0,0.00020674
"344",1.575,4.5,54.2616809,18.99980347,0.00366931,0,0.00019139
"345",1.45,4,54.26242104,19.00053411,0.003792979,0,0.00073064
"346",1.325,3.5,54.25166761,19.00016554,0.003771556,0,-0.00036857
"347",1.2,3,54.23928715,19.00082265,0.003799769,0,0.00065711
"348",1.15,3.5,54.22337893,18.99974169,0.00384891,0,-0.00108096
"349",1.1,4,54.20496419,19.00109244,0.003903029,0,0.00135075
"350",1.05,4.5,54.18597461,19.00120414,0.00394856,0,0.0001117
"351",1,5,54.16764226,18.99909623,0.003991273,0,-0.00210791
"352",0.95,5,54.15111636,19.00109201,0.004017419,0,0.00199578
"353",0.9,5,54.13664836,19.00019044,0.004043245,0,-0.00090157
"354",0.85,5,54.12315039,18.99935108,0.004076071,0,-0.00083936
"355",0.8,5,54.11049099,18.99917819,0.004102599,0,-0.00017289
"356",0.725,5,53.4549461,18.99995721,0.013633409,0,0.00077902
"357",0.65,5,53.06858381,18.9998104,0.013272962,0,-0.00014681
"358",0.575,5,53.05586092,18.99996571,0.011364668,0,0.00015531
"359",0.5,5,53.0995071,18.99972571,0.010888057,0,-0.00024
"360",0.35,4.75,53.15249288,19.00086585,0.010731812,0,0.00114014
"361",0.2,4.5,53.18828883,18.99973262,0.010689629,0,-0.00113323
"362",0.05,4.25,53.20814249,19.00019091,0.010684763,0,0.00045829
"363",-0.1,4,53.21829743,19.00098208,0.010668096,0,0.00079117
